Poster,Title,Year,Genre,Cast,Rating
"https://m.media-amazon.com/images/M/MV5BYmE1OTY4NjgtYjcwNC00NWE4LWJiNGMtZmVhYTdlMWE1YzIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Punch-Drunk Love,1999.0,"Comedy, Drama, Romance","Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews",7.3
"https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_UY209_CR1,0,140,209_AL_.jpg",A Cinderella Story,1999.0,"Comedy, Family, Romance","Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd",5.9
"https://m.media-amazon.com/images/M/MV5BMTI5Mzk1MDc2M15BMl5BanBnXkFtZTcwMjIzMDA0MQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Dead Man's Shoes,1999.0,"Crime, Drama, Thriller","Paddy Considine, Gary Stretch, Toby Kebbell, Stuart Wolfenden",7.5
"https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Blast from the Past,1999.0,"Comedy, Drama, Romance","Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",6.7
"https://m.media-amazon.com/images/M/MV5BZTE4Zjc2MWQtZTYzNS00ZjJmLWFhYWUtMGI0M2ZkOWRhYWJjXkEyXkFqcGdeQXVyMjYzNDExNzU@._V1_UX140_CR0,0,140,209_AL_.jpg",Sorcerer,1999.0,"Adventure, Drama, Thriller","Roy Scheider, Bruno Cremer, Francisco Rabal, Amidou",7.7
"https://m.media-amazon.com/images/M/MV5BZjMyZmU4OGYtNjBiYS00YTIxLWJjMDUtZjczZmQwMTM4YjQxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY209_CR0,0,140,209_AL_.jpg",Days of Heaven,1999.0,"Drama, Romance","Richard Gere, Brooke Adams, Sam Shepard, Linda Manz",7.7
"https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Do the Right Thing,1999.0,"Comedy, Drama","Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",8.0
"https://m.media-amazon.com/images/M/MV5BNDYzZTkwMDktMjFmNS00ZjI4LWI5YzEtNzk4ZWIxNDAxOGYxXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Monamour,1999.0,Drama,"Anna Jimskaia, Riccardo Marino, Max Parodi, Nela Lucic",5.2
"https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Elysium,1999.0,"Action, Drama, Sci-Fi","Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",6.6
"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",The Searchers,1999.0,"Adventure, Drama, Western","John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond",7.8
"https://m.media-amazon.com/images/M/MV5BMTdkOTEwYjMtNDA1YS00YzVlLTg0NWUtMmQzNDZhYWUxZmIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Spenser Confidential,1999.0,"Action, Comedy, Crime","Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger",6.2
"https://m.media-amazon.com/images/M/MV5BYjY0ZmZjNDUtN2VlYi00MmI5LThhMzAtZjcyOTQ1Nzg2NDQxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY209_CR1,0,140,209_AL_.jpg",The Portable Door,1999.0,"Adventure, Comedy, Fantasy","Christoph Waltz, Patrick Gibson, Damon Herriman, Sophie Wilde",6.1
"https://m.media-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Dogville,1999.0,"Crime, Drama","Nicole Kidman, Paul Bettany, Lauren Bacall, Harriet Andersson",8.0
"https://m.media-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Bad Boys II,1999.0,"Action, Comedy, Crime","Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà",6.6
"https://m.media-amazon.com/images/M/MV5BNjRkYjlhMjEtYzIwOC00ZWYzLTgyMmQtYjI5M2UzNDJkNTU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Witches,1999.0,"Adventure, Comedy, Family","Anne Hathaway, Octavia Spencer, Stanley Tucci, Chris Rock",5.4
"https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@._V1_UX140_CR0,0,140,209_AL_.jpg",How to Train Your Dragon: The Hidden World,1999.0,"Animation, Action, Adventure","Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",7.4
"https://m.media-amazon.com/images/M/MV5BMGEyMjcwM2ItZjBiMi00ODhjLTgwNmUtNjMwYzE3N2UxYzUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Kalahari,1999.0,"Action, Thriller","Ryan Phillippe, Emile Hirsch, Mena Suvari, Jeremy Tardy",3.9
"https://m.media-amazon.com/images/M/MV5BYTI5NmI0N2UtOWQyOC00MDg2LWI5YWUtNWEwZTgyM2VlYThmXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_UY209_CR0,0,140,209_AL_.jpg",The Promise,1999.0,"Action, Adventure, Drama","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho",6.1
"https://m.media-amazon.com/images/M/MV5BZGVlYjRmYTUtNTRiYS00ODNmLThlNDQtNzc3OWJmYTlkMzM0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Varsity Blues,1999.0,"Comedy, Drama, Romance","James Van Der Beek, Jon Voight, Paul Walker, Ron Lester",6.5
"https://m.media-amazon.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Seven Psychopaths,1999.0,"Comedy, Crime","Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken",7.1
"https://m.media-amazon.com/images/M/MV5BMmI5ZjBjZmMtNTQwOC00YWJjLThkNmUtOTY2ZDkwMmI2ZmU4XkEyXkFqcGdeQXVyMTQ1ODEyNjA@._V1_UY209_CR1,0,140,209_AL_.jpg",The Huntsman: Winter's War,1999.0,"Action, Adventure, Drama","Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt",6.1
"https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Back to the Future Part III,1999.0,"Adventure, Comedy, Sci-Fi","Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Tom Wilson",7.4
"https://m.media-amazon.com/images/M/MV5BZTgzNTZhODktZjE4Ny00ZDIwLWE3NjEtOTVmMWM0Nzc5YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Poison Ivy,1999.0,"Drama, Thriller","Drew Barrymore, Sara Gilbert, Tom Skerritt, Cheryl Ladd",5.4
"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",On the Waterfront,1999.0,"Crime, Drama, Thriller","Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",8.1
"https://m.media-amazon.com/images/M/MV5BZDUzMDA1ZjctZjJkNi00YmRmLTk5NzctNjMwNTEzMjAwMTE3XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR2,0,140,209_AL_.jpg",The Wrath of Becky,1999.0,"Action, Horror, Thriller","Suzanne Coote, Lulu Wilson, Seann William Scott, Denise Burse, Jill Larson",6.1
"https://m.media-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR1,0,140,209_AL_.jpg",Brazil,1999.0,"Drama, Sci-Fi, Thriller","Jonathan Pryce, Kim Greist, Robert De Niro, Katherine Helmond",7.9
"https://m.media-amazon.com/images/M/MV5BMTcwODlmZDktNWRkOC00NTFlLTkyMjQtYWUxMzZkNDE4MGVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg",The Nutty Professor,1999.0,"Comedy, Romance, Sci-Fi","Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller",5.7
"https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Dog Day Afternoon,1999.0,"Biography, Crime, Drama","Al Pacino, John Cazale, Penelope Allen, Sully Boyar",8.0
"https://m.media-amazon.com/images/M/MV5BZWQzMjViMTgtZWZjMC00MDg0LWE2MWQtZDI1M2E1OGNkYTBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Na srebrnym globie,1999.0,"Adventure, Drama, Fantasy","Andrzej Seweryn, Jerzy Trela, Grazyna Dylag, Waldemar Kownacki",7.1
"https://m.media-amazon.com/images/M/MV5BZWMwZGQzOWItYjM5Ny00MGQ5LTkzYjgtOGJmNjE3ODg4OTQxXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY209_CR0,0,140,209_AL_.jpg",The Foreigner,1999.0,"Action, Thriller","Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",7.0
"https://m.media-amazon.com/images/M/MV5BY2M5MDA1YjUtODQ1Yi00M2JlLTk2ZWQtYjI0NTEwZDk2NGNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Per un pugno di dollari,1999.0,"Action, Drama, Western","Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy",7.9
"https://m.media-amazon.com/images/M/MV5BZGRjNjljOGEtZjFmMi00YzU1LWIxOWYtZTQzODMzNDQzMzY1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR3,0,140,209_AL_.jpg",Suspiria,1999.0,Horror,"Jessica Harper, Stefania Casini, Flavio Bucci, Miguel Bosé",7.3
"https://m.media-amazon.com/images/M/MV5BMTY1ODY2MTgwM15BMl5BanBnXkFtZTgwOTY3Nzc3NzE@._V1_UY209_CR0,0,140,209_AL_.jpg",London Has Fallen,1999.0,"Action, Thriller","Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett",5.9
"https://m.media-amazon.com/images/M/MV5BNGZlN2Q2NmYtODdjNi00NjJlLWI5NzYtN2Y5NjIzYWUxOWU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR5,0,140,209_AL_.jpg",The Frighteners,1999.0,"Comedy, Fantasy, Horror","Michael J. Fox, Trini Alvarado, Peter Dobson, John Astin",7.1
"https://m.media-amazon.com/images/M/MV5BZWZlMzQ5NmItNjBmMS00NDgyLThiNDYtZWU2MzA3YjZmOGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Wild Hogs,1999.0,"Action, Adventure, Comedy","Tim Allen, Martin Lawrence, John Travolta, William H. Macy",5.8
"https://m.media-amazon.com/images/M/MV5BMzE2MzEzNDc5M15BMl5BanBnXkFtZTcwMzYxOTA3MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",You Don't Mess with the Zohan,2025.0,"Action, Comedy","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",5.6
"https://m.media-amazon.com/images/M/MV5BZWFkY2I1ZDAtNmZhNS00NjVlLWJiMGQtMGQ1ZmM0ZDA5ODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Rambo: First Blood Part II,2025.0,"Action, Adventure, Thriller","Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff",6.5
"https://m.media-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Stepmom,2025.0,"Comedy, Drama","Julia Roberts, Susan Sarandon, Ed Harris, Jena Malone",6.8
"https://m.media-amazon.com/images/M/MV5BMTUzZmMzYjUtYjNmMi00M2FjLTlhZDYtMDc4Njc0ZmU3MWNlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Dirty Rotten Scoundrels,2025.0,"Comedy, Crime","Steve Martin, Michael Caine, Glenne Headly, Anton Rodgers",7.4
"https://m.media-amazon.com/images/M/MV5BMDYxNDEwMWEtYjhhNC00ZjUxLTg1NmUtZmFiZTY5OTljMzliXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX140_CR0,0,140,209_AL_.jpg",The Shootist,2025.0,"Drama, Romance, Western","John Wayne, Lauren Bacall, Ron Howard, James Stewart",7.6
"https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_UY209_CR0,0,140,209_AL_.jpg",Hunt for the Wilderpeople,2025.0,"Adventure, Comedy, Drama","Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",7.8
"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Boyhood,2025.0,Drama,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith",7.9
"https://m.media-amazon.com/images/M/MV5BY2QwZWJlZjMtNzU5NC00NTA0LWI1MjQtYWQ1ZTg4NWZmNjdkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",The Wrong Missy,2025.0,"Comedy, Romance","David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson",5.8
"https://m.media-amazon.com/images/M/MV5BMTkwNjM2MTc5NF5BMl5BanBnXkFtZTcwMzQ2NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",City Slickers,2025.0,"Comedy, Western","Billy Crystal, Jack Palance, Daniel Stern, Bruno Kirby",6.8
"https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_UY209_CR1,0,140,209_AL_.jpg",Gone in Sixty Seconds,2025.0,"Action, Crime, Thriller","Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross",6.5
"https://m.media-amazon.com/images/M/MV5BY2UwNzZkYTMtMjE1Ny00MjNjLTllOTktMTJjOGQyZDI3ZGVlXkEyXkFqcGdeQXVyMjY4MzQzNDk@._V1_UY209_CR4,0,140,209_AL_.jpg",Aterrados,2025.0,Horror,"Maximiliano Ghione, Norberto Gonzalo, Elvira Onetto, George L. Lewis",6.5
"https://m.media-amazon.com/images/M/MV5BMjQ3MDA0ODA2N15BMl5BanBnXkFtZTgwNzg0NzgwMjI@._V1_UY209_CR0,0,140,209_AL_.jpg",It Comes at Night,2025.0,"Drama, Horror, Mystery","Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough",6.2
"https://m.media-amazon.com/images/M/MV5BYjBiNzJhYmItN2FlNi00NjA1LWIzOWYtYTdkZjcyOTdhMmMwXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR2,0,140,209_AL_.jpg",Lights Out,2025.0,"Action, Horror, Thriller","Frank Grillo, Mekhi Phifer, Jaime King, Dermot Mulroney",4.8
"https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Election,2025.0,"Comedy, Romance","Matthew Broderick, Reese Witherspoon, Loren Nelson, Chris Klein",7.3
"https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",The Age of Innocence,2025.0,"Drama, Romance","Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",7.2
"https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Chung Hing sam lam,2025.0,"Comedy, Crime, Drama","Brigitte Lin, Takeshi Kaneshiro, Tony Leung Chiu-wai, Faye Wong",8.0
"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Ordinary People,2025.0,Drama,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",7.7
"https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",Wo hu cang long,2025.0,"Action, Adventure, Drama","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen",7.9
"https://m.media-amazon.com/images/M/MV5BMTQ3NDQyNjM3NF5BMl5BanBnXkFtZTcwMzk5MDU0MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Inland Empire,2025.0,"Drama, Fantasy, Mystery","Karolina Gruszka, Krzysztof Majchrzak, Grace Zabriskie, Laura Dern",6.8
"https://m.media-amazon.com/images/M/MV5BZmFjMmMxMzYtMzU3NC00YWZlLWExMjktNmU5OTZjYTQ4MjQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Last Shift,2025.0,"Horror, Mystery","Juliana Harkavy, Joshua Mikel, Hank Stone, J. LaRose",5.8
"https://m.media-amazon.com/images/M/MV5BYjc5MjA1ZWYtNTgxMi00ZTlkLWExZTctMTFkNDFlOTdlZmRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Nothing But Trouble,2025.0,Comedy,"Chevy Chase, Dan Aykroyd, John Candy, Demi Moore",5.1
"https://m.media-amazon.com/images/M/MV5BYWMyYWI0M2MtZDk2My00MmFmLWEzZTgtYjIxZjMyODcwNGJjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Family Switch,2025.0,"Comedy, Family","Jennifer Garner, Ed Helms, Emma Myers, Brady Noon",5.7
"https://m.media-amazon.com/images/M/MV5BZmYxNjE2M2UtYzJhOC00MzVlLWJhM2ItYzkzZWJkZWFhNTE1L2ltYWdlXkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_UY209_CR0,0,140,209_AL_.jpg",The Hunchback of Notre Dame,2025.0,"Animation, Drama, Family","Kirk Wise, Demi Moore, Jason Alexander, Mary Kay Bergman, Corey Burton",7.0
"https://m.media-amazon.com/images/M/MV5BMDU4Yzk1NmUtNDU4OC00YzVmLTgwOTUtYTY2NjNmMjY5YjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Texas Chainsaw Massacre,2025.0,"Crime, Horror, Thriller","Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore",4.7
"https://m.media-amazon.com/images/M/MV5BMzlmOTUxOGUtY2UwNS00MmZhLThlNGEtMTNiNTg5OWEzMTczXkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_UY209_CR0,0,140,209_AL_.jpg",The Conversation,2025.0,"Drama, Mystery, Thriller","Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest",7.7
"https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@._V1_UY209_CR3,0,140,209_AL_.jpg",Mary Poppins Returns,2025.0,"Adventure, Comedy, Family","Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer",6.7
"https://m.media-amazon.com/images/M/MV5BZDIxMzZiNTAtZGNlYi00NWZlLThlMWEtZWJhZDY2MTQxM2M4XkEyXkFqcGdeQXVyNTkzNjEwMjI@._V1_UY209_CR13,0,140,209_AL_.jpg",Slyth: The Hunt Saga,2025.0,"Action, Romance, Sci-Fi","Supawit Suwannet, Ishikawa Plowden, Mookda Narinrak, Peemapol Panichtamrong, Frame Supakchaya Sukbaiyen",4.2
"https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR1,0,140,209_AL_.jpg",Det sjunde inseglet,2025.0,"Drama, Fantasy","Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe",8.1
"https://m.media-amazon.com/images/M/MV5BNzViNGMzNDMtMDFkZS00ZWZiLTk1NDgtMzFhZmYwYjQ5ODNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Sling Blade,2025.0,Drama,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter",8.0
"https://m.media-amazon.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_UY209_CR1,0,140,209_AL_.jpg",Queen of the Damned,2025.0,"Drama, Fantasy, Horror","Aaliyah, Stuart Townsend, Marguerite Moreau, Vincent Perez",5.2
"https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Peppermint,2025.0,"Action, Thriller","Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",6.5
"https://m.media-amazon.com/images/M/MV5BYjg4YTJlNzMtY2U0OC00N2FjLWI0ZTgtNGM1NDRhMWNhZmRkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",The Courier,2025.0,"Drama, History, Mystery","Benedict Cumberbatch, Merab Ninidze, Rachel Brosnahan, Vladimir Chuprikov",7.2
"https://m.media-amazon.com/images/M/MV5BZTQ4NDUxMTUtZDM0YS00MTk5LWExMWMtZjBiYTFjYTM3ZjJkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Clash of the Titans,2025.0,"Action, Adventure, Family","Laurence Olivier, Harry Hamlin, Claire Bloom, Maggie Smith",6.9
"https://m.media-amazon.com/images/M/MV5BZmI3MjllNmEtZjI5Yi00YWI3LTkxMDctZTJlYmNlYmMyYjQwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Body Heat,2025.0,"Crime, Drama, Romance","William Hurt, Kathleen Turner, Richard Crenna, Ted Danson",7.4
"https://m.media-amazon.com/images/M/MV5BNmNlM2RmZTEtNGVhNS00MjU3LWI1OWUtMWI5MThlYTVjM2M5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",The Return of the Living Dead,2025.0,"Comedy, Horror, Sci-Fi","Clu Gulager, James Karen, Don Calfa, Thom Mathews",7.3
"https://m.media-amazon.com/images/M/MV5BYmEyZGQyMmItZTdjMC00YmZhLTk4YjUtNzkzZDc2NDYyMGMxXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR0,0,140,209_AL_.jpg",Vivarium,2025.0,"Horror, Mystery, Sci-Fi","Imogen Poots, Danielle Ryan, Molly McCann, Jesse Eisenberg",5.9
"https://m.media-amazon.com/images/M/MV5BYjY3NWRlMjItMmUwOC00ZTNhLTk4ODktMDM0NjhhODI4ZDlkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Manhunter,2025.0,"Crime, Mystery, Thriller","William Petersen, Kim Greist, Joan Allen, Brian Cox",7.2
"https://m.media-amazon.com/images/M/MV5BMjViYmViYzAtNzAxOC00YWM2LTg4M2YtZmQzYWJhZTQzMzkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Grease 2,2025.0,"Comedy, Music, Musical","Michelle Pfeiffer, Maxwell Caulfield, Lorna Luft, Maureen Teefy",4.5
"https://m.media-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Unbroken,2025.0,"Action, Biography, Drama","Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",7.2
"https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Beoning,2025.0,"Drama, Mystery, Thriller","Yoo Ah-in, Steven Yeun, Jeon Jong-seo, Kim Soo-Kyung",7.5
"https://m.media-amazon.com/images/M/MV5BNzRmN2NjNzktOWE1My00NjVlLWFhNjYtZmFkMzM5YTA2ZTFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Dude, Where's My Car?",2025.0,"Comedy, Mystery, Sci-Fi","Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff",5.5
"https://m.media-amazon.com/images/M/MV5BYjAzMmFlMGMtNzQ4Mi00NGM1LTk4MzYtOGNjYzczNzUyNmU5XkEyXkFqcGdeQXVyMjAxMDczOTQ@._V1_UY209_CR8,0,140,209_AL_.jpg",On the Line,2025.0,Thriller,"Mel Gibson, William Moseley, Alia Seror-O'Neill, Paul Spera",5.4
